"","HS.Code_6","BEC4","BEC.Descriptions","Retained.Goods"
"2843","250510","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2844","250590","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2845","250610","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2846","250620","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2848","250700","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2849","250810","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2850","250840","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2851","250830","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2853","250850","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2854","250860","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2855","250870","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2856","250900","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2857","251010","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2858","251020","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2859","251110","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2860","251120","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2861","251200","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2862","251310","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2866","251320","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2868","251400","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2869","251511","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2870","251512","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2871","251520","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2872","251611","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2873","251612","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2874","251620","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2876","251690","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2877","251710","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2878","251720","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2879","251730","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2880","251741","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2881","251749","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2882","251810","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2883","251820","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2884","251830","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2885","251910","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2886","251990","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2887","252010","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2888","252020","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2891","252100","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2892","252210","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2893","252220","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2894","252230","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2895","252310","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2896","252321","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2897","252329","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2898","252330","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2899","252390","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"2900","252410","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2901","252490","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2902","252510","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2903","252520","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2904","252530","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2905","252610","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2906","252620","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2907","252800","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2909","252910","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2910","252921","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2911","252922","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2912","252930","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2913","253010","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2917","253020","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2922","253090","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2942","260111","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2943","260112","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2944","260120","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2945","260200","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2946","260300","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2947","260400","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2948","260500","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2949","260600","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2950","260700","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2951","260800","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2952","260900","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2953","261000","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2954","261100","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2955","261210","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2956","261220","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2957","261310","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2958","261390","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2959","261400","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2960","261510","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2961","261590","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2962","261610","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2963","261690","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2964","261710","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2965","261790","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2966","261800","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2967","261900","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2968","262011","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2969","262019","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2970","262021","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2971","262029","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2972","262030","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2973","262040","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2974","262060","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2976","262091","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2977","262099","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2979","262110","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2982","262190","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"2985","270111","31","Fuels And Lubricants: Primary","Intermediate Goods"
"2986","270112","31","Fuels And Lubricants: Primary","Intermediate Goods"
"2987","270119","31","Fuels And Lubricants: Primary","Intermediate Goods"
"2988","270120","322","Fuels And Lubricants: Processed- Other","Intermediate Goods"
"2989","270210","31","Fuels And Lubricants: Primary","Intermediate Goods"
"2990","270220","322","Fuels And Lubricants: Processed- Other","Intermediate Goods"
"2991","270300","31","Fuels And Lubricants: Primary","Intermediate Goods"
"2993","270400","322","Fuels And Lubricants: Processed- Other","Intermediate Goods"
"2996","270500","322","Fuels And Lubricants: Processed- Other","Intermediate Goods"
